MP:0013118	swellings
HP:0100113	Cone-shaped epiphysis of the middle phalanx of the 2nd toe
HP:0000590	Progressive external ophthalmoplegia
MP:0004324	vestibular hair cell degeneration
HP:0001833	Long foot
MP:0020786	increased inferior colliculus average cell area
HP:0032269	Lemon sign
MP:0031148	abnormal liver sinusoidal endothelial cell morphology
HP:0025385	Diet-resistant subcutaneous adipose tissue below waist
MP:0003737	ossification of pinnae
MP:0030986	striatum atrophy
MP:0020476	abnormal circardian behavior entrainment
MP:0010543	aorta tubular hypoplasia
MP:0005237	abnormal olfactory tract morphology
HP:0030826	Eyelid fasciculation
MP:0001775	abnormal selenium level
MP:0030269	absent mandibular ramus
MP:0009213	absent male inguinal canal
HP:0008730	Female external genitalia in individual with 46,XY karyotype
MP:0009837	abnormal sperm end piece morphology
HP:0410181	Increased glucose-6-phosphate dehydrogenase level in dried blood spot
MP:0012566	decreased susceptibility to experimental autoimmune orchitis
MP:0009409	abnormal skeletal muscle fiber type ratio
HP:0100298	Motheaten muscle fibers
HP:0030039	Fused thoracic vertebrae
MP:0011771	abnormal genital tubercle morphology
MP:0009514	titubation
MP:0011640	abnormal aorta collagen fibril morphology
HP:0025174	Irregular septal thickening on pulmonary HRCT
MP:0005625	increased plasma anion gap
HP:0032462	Increased circulating palmitate level
HP:0041149	Fractured navicular bone of pes
HP:0002923	Rheumatoid factor positive
HP:0034033	Peripheral cyanosis
HP:0009819	Lower limb phocomelia
HP:0007462	Bitot spots of the conjunctiva
HP:0025582	Submacular hemorrhage
HP:0009067	Progressive spinal muscular atrophy
MP:0020493	absent inferior vena cava
MP:0009856	failure of ejaculation
HP:0025258	Stiff neck
HP:0040149	Woolly scalp hair
HP:0410138	Vibratory urticaria
HP:0030439	Anal canal adenocarcinoma
HP:0032151	Episodic eosinophilia
HP:0010791	Hyperplasia of the Leydig cells
HP:0500032	Abnormal neuron branching
HP:0002761	Generalized joint laxity
MP:0030401	absent stapes annular ligament
HP:0033377	Increased airway neuroendocrine cells
HP:0002341	Cervical cord compression
HP:0033924	Renal arteriole neutrophil endoarterial hypercellularity
HP:0008019	Superior lens subluxation
HP:0030561	Best corrected visual acuity 0.8 LogMAR
HP:0006549	Unilateral primary pulmonary dysgenesis
MP:0030438	increased osteoblast proliferation
MP:0008970	choanal atresia
MP:0004303	abnormal Hensen cell morphology
HP:0002639	Budd-Chiari syndrome
MP:0006106	absent tectum
HP:0001093	Optic nerve dysplasia
MP:0030425	wide intermaxillary suture
HP:0025437	Macrocephalic sperm head
HP:0032097	Hypermanganesemia
HP:0030068	Olfactory esthesioneuroblastoma
MP:0012045	increased susceptibility to hypertension
HP:0025413	Fossa navicularis urethral stricture
HP:0001405	Periportal fibrosis
HP:0001475	Male-limited autosomal dominant
HP:0031446	Erosion of oral mucosa
HP:0045050	Increased DLCO
HP:4000026	Anti-transglutaminase 6 antibody
MP:0000868	decreased anterior vermis size
HP:0031576	Tessier number 4 facial cleft
HP:0031033	Impaired urinary acidification
HP:0006278	Ectopic pancreatic tissue
HP:0012587	Macroscopic hematuria
MP:0031304	impaired behavioral response to methamphetamine
HP:0032145	Sural nerve atrophy
MP:0003487	increased channel response intensity
HP:0012774	Increased upper to lower segment ratio
HP:0011719	Supracardiac total anomalous pulmonary venous connection
MP:0006143	increased systemic arterial diastolic blood pressure
HP:0001325	Hypoglycemic coma
HP:0003574	Positive regitine blocking test
HP:0012543	Hemosiderinuria
MP:0008479	decreased spleen white pulp amount
HP:0005598	Facial telangiectasia in butterfly midface distribution
HP:0002190	Choroid plexus cyst
MP:0013858	abnormal azygos vein topology
MP:0004520	short vestibular hair cell stereocilia
MP:0020770	decreased dorsal subiculum cell density
MP:0011959	abnormal eye posterior chamber depth
MP:0005299	abnormal eye posterior chamber morphology
HP:0000535	Sparse and thin eyebrow
MP:0020855	decreased corneal epithelium thickness
MP:0011921	abnormal adrenal gland zona intermedia morphology
MP:0004217	salt-sensitive hypertension
HP:0011838	Sclerodactyly
MP:0006122	mitral valve stenosis
HP:0030902	Palmomental reflex
MP:0010178	increased number of Howell-Jolly bodies
HP:0003819	Death in childhood
HP:0011763	Pituitary carcinoma
HP:0033262	Transphyseal fracture of the distal humerus
MP:0003710	abnormal physiological neovascularization
HP:0033607	Bone marrow arrest at the promyelocytic stage
HP:0008780	Congenital bilateral hip dislocation
HP:0001374	Congenital hip dislocation
MP:0010705	absent metoptic pillar
HP:0410225	Increased anti-drug IgE antibody level
HP:0100407	Complete duplication of the distal phalanx of the 3rd toe
HP:0031588	Unhappy demeanor
HP:0005775	Multiple skeletal anomalies
HP:0011861	Bilateral trilobed lungs
HP:0002558	Supernumerary nipple
HP:0005513	Increased megakaryocyte count
HP:0009077	Weakness of long finger extensor muscles
MP:0003241	loss of cortex neurons
HP:0003868	Humeral cortical thickening
HP:0009236	Rhomboid or triangular shaped 5th finger proximal phalanx
MP:0008711	increased interleukin-9 secretion
HP:0033434	Nasal septum perforation
HP:0008794	Dysplastic iliac wing
HP:0032041	Vocal cord polyp
HP:0025261	Stiff finger
MP:0011328	abnormal right renal vein morphology
MP:0011896	increased circulating unsaturated transferrin level
HP:0100309	Subdural hemorrhage
MP:0014220	abnormal colon goblet cell number
MP:0020960	increased c-wave implicit time
HP:0004821	Hypersegmentation of neutrophil nuclei
HP:0010636	Schizencephaly
HP:0033856	Cholesterol emboli within interlobular vein lumen
MP:0010482	abnormal aortic sinus morphology
HP:0003996	Flattened radial head
HP:0006640	Multiple rib fractures
MP:0011660	ectopia cordis
HP:0007366	Atrophy/Degeneration affecting the brainstem
MP:0005520	decreased pancreas regeneration
MP:0012464	decreased optic tract size
MP:0000629	absent mammary gland
MP:0013715	decreased mammary gland number
MP:0010379	decreased respiratory quotient
MP:0010966	abnormal compact bone area
HP:0025011	Pyriform aperture stenosis
MP:0010553	prolonged HV interval
MP:0010552	abnormal HV interval
HP:0001540	Diastasis recti
MP:0006160	heterochromatic iridis
HP:0009059	Congenital generalized lipodystrophy
HP:0000193	Bifid uvula
HP:0031791	Lenticular astigmatism
HP:0032873	Focal aware sensory seizure with cephalic sensation
MP:0010652	absent aorticopulmonary septum
HP:0410197	Increased uridine diphosphate glucose-4-epimerase level in red blood cells
MP:0020338	abnormal hippocampal pyramidal neuron dendrite morphology
HP:0410027	Alveolar bone loss around teeth
HP:0410026	Abnormal periodontium morphology
MP:0014224	increased ileal goblet cell number
HP:0040254	Decreased size of the clitoris
HP:0005941	Intermittent hyperpnea at rest
HP:0001341	Olfactory lobe agenesis
MP:0009096	decreased endometrial gland number
HP:0100718	Uterine rupture
HP:0002723	Absence of bactericidal oxidative respiratory burst in phagocytes
MP:0020142	increased anti-sperm antibody level
HP:0031627	Globus pallidus calcification
HP:0007481	Hyperpigmented nevi
HP:0012395	Seasonal allergy
HP:0011298	Prominent digit pad
HP:0030741	Mediastinal teratoma
HP:0032152	Keratosis pilaris
HP:0008945	Loss of ability to walk in early childhood
MP:0009045	muscle tetany
MP:0010135	increased DN4 thymocyte number
MP:0014222	decreased colon goblet cell number
HP:0010846	EEG with persistent abnormal rhythmic activity
HP:0005327	Loss of facial expression
HP:0012520	Dilation of Virchow-Robin spaces
HP:0008338	Partial functional complement factor D deficiency
MP:0012157	rostral body truncation
HP:0003127	Hypocalciuria
MP:0003201	extremity edema
HP:0001621	Weak voice
HP:0010605	Chalazion
HP:0002827	Hip dislocation
MP:0004339	absent clavicle
MP:0013965	abnormally deep median sulcus of tongue
MP:0009524	absent submandibular gland
HP:0030849	Hepatojugular reflux
HP:0030847	Abnormal jugular venous pressure
MP:0030901	increased ulna size
HP:0410290	Positive urine norpropoxyphene test
MP:0006115	aortic valve atresia
HP:0031586	Tessier number 14 facial cleft
MP:0020687	increased hippocampal fornix average cell area
HP:0033464	Elevated circulating 3-hydroxypalmitoleylcarnitine concentration
HP:0025431	Staccato cry
MP:0008576	decreased circulating interferon-beta level
MP:0009563	dyskeratosis
HP:0030630	Irregular central macular autofluorescence
HP:0004470	Atretic occipital cephalocele
HP:3000025	Abnormality of ciliary ganglion
MP:0010471	supravalvar aortic stenosis
HP:0025212	Triggered by fasting
MP:0000421	mottled coat
HP:0032559	Short sperm flagella
HP:0002089	Pulmonary hypoplasia
MP:0003210	abnormal heart elastic fiber morphology
MP:0013952	retro-esophageal left subclavian artery
HP:0031799	Decreased circulating apolipoprotein AI concentration
MP:0003988	disorganized embryonic tissue
HP:0030465	Undetectable light-adapted electroretinogram
HP:0002165	Pterygium of nails
MP:0001505	hunched posture
HP:0025009	Forward slanting upper incisors
HP:0012840	Proximal
HP:0002612	Congenital hepatic fibrosis
MP:0001913	decreased cerebrospinal fluid production
MP:0031206	hypolipidemia
HP:0033310	Osmotic diarrhea
HP:0012016	EEG with occipital focal spikes
MP:0031117	subdural hemorrhage
MP:0011085	postnatal lethality, complete penetrance
MP:0005641	increased mean corpuscular hemoglobin concentration
MP:0011931	abnormal pulmonary valve flow
HP:0011868	Sciatica
HP:0032147	Erythromelalgia
MP:0020168	decreased thyroid gland weight
HP:0008239	Adrenal medullary hypoplasia
HP:0009589	Bilateral vestibular Schwannoma
MP:0011400	lethality, complete penetrance
HP:0008273	Transient aminoaciduria
MP:0011293	dilated nephron
HP:0025172	Smooth septal thickening on pulmonary HRCT
MP:0000912	small trigeminal motor nucleus
HP:0100352	Contracture of the distal interphalangeal joint of the 2nd toe
MP:0005030	absent amnion
HP:0031411	Abnormal chromosome morphology
HP:0032925	Focal impaired awareness sexual automatism seizure
HP:0011106	Hypovolemia
HP:0008079	Absent fifth metatarsal
MP:0020333	enhanced leukocyte tethering or rolling
HP:0006147	Progressive fusion 2nd-5th pip joints
MP:0012149	decreased b-wave implicit time
MP:0005292	improved glucose tolerance
HP:0025625	Elevated proportion of CD4+ effector memory T cells
MP:0009603	absent keratohyalin granules
HP:0025441	Achilles tendon calcification
MP:0000536	hydroureter
MP:0004992	increased bone resorption
HP:0011633	Complete left sided absence of pericardium
HP:0031600	P wave inversion
HP:0004966	Medial calcification of large arteries
MP:0010233	hairless tail
MP:0020618	increased dorsal striatum cell number
HP:0011538	Atrial situs inversus
MP:0004379	wide frontal bone
MP:0003409	decreased width of hypertrophic chondrocyte zone
HP:0025147	Beaten bronze macular sheen
HP:0032781	Focal aware autonomic seizure with urge to urinate/defecate
MP:0020583	decreased ceramide level
HP:0004000	Cone-shaped distal radial epiphysis
MP:0001059	optic nerve atrophy
MP:0020040	decreased bone ossification
HP:0010865	Oppositional defiant disorder
HP:0002372	Normal interictal EEG
HP:0012363	Decreased sialylation of O-linked protein glycosylation
MP:0030522	abnormal stellate reticulum morphology
HP:0007824	Total ophthalmoplegia
HP:4000028	Anti-LABD97 antibody positivity
HP:0030819	Ski jump nail
HP:0000804	Xanthine nephrolithiasis
HP:0003941	Stippled calcification of the elbow
MP:0030847	abnormal inferior pubic ramus morphology
MP:0009507	abnormal mammary gland connective tissue morphology
HP:0030143	Hyperactive bowel sounds
MP:0003594	small urethra
HP:0001727	Thromboembolic stroke
MP:0011436	decreased urine magnesium level
HP:0031981	Elevated urine glycolate
HP:0004825	Increased hemoglobin oxygen affinity
HP:0100865	Broad ischia
HP:0025140	Decreased serum estrone
MP:0001717	absent ectoplacental cone
MP:0008822	decreased blood uric acid level
MP:0000618	small salivary gland
MP:0004612	fusion of vertebral bodies
HP:0005574	Non-acidotic proximal tubulopathy
HP:0000114	Proximal tubulopathy
HP:0000263	Oxycephaly
HP:0008488	Anterior rounding of vertebral bodies
HP:0032502	Exacerbated by barbiturate medication
MP:0010868	increased bone trabecula number
HP:0033112	Elevated circulating apolipoprotein C-III concentration
MP:0010058	enlarged olfactory bulb
MP:0020985	increased circulating factor XI level
HP:0030485	Abnormal amplitude of pattern electroretinogram
HP:0034011	Reduced progressive sperm motility
HP:0007335	Recurrent encephalopathy
HP:0030939	Palpebral thickening
HP:0007730	Iris hypopigmentation
HP:0100436	Bullet-shaped middle phalanx of the 5th toe
MP:0014126	increased mammary gland apoptosis
HP:0500200	Increased CSF glutamate concentration
MP:0002012	increased trichofolliculoma incidence
HP:0033473	10-minute APGAR score of 5
MP:0008692	abnormal interleukin-23a secretion
HP:0006897	Abducens palsy
HP:0020062	Decreased hemoglobin concentration
HP:0005008	Large joint dislocations
HP:0004030	Patchy sclerosis of radial diaphysis
MP:0004655	absent thoracic vertebrae
MP:0011432	decreased urine flow rate
HP:0000956	Acanthosis nigricans
HP:0032253	Eosinophilic granuloma
HP:0009062	Infantile axial hypotonia
MP:0010805	abnormal stomach smooth muscle outer longitudinal layer morphology
MP:0000378	absent hair follicles
HP:0005148	Pulmonary valve defects
MP:0030162	absent hyoid bone body
MP:0006158	vertical supranuclear palsy
MP:0014145	increased white adipose tissue mass
HP:0030906	Suck reflex
HP:0025350	Giant conjunctival papillae
MP:0002194	maximal tonic hindlimb extension seizures
HP:0011215	Hemihypsarrhythmia
MP:0005040	abnormal MHC II cell surface expression on macrophages
HP:0033971	Interlobular vein intima/media coagulative necrosis
MP:0009817	decreased leukotriene level
MP:0014059	abnormal photoreceptor connecting cilium morphology
MP:0011301	juxtaglomerular cell hyperplasia
HP:0041178	Fractured distal phalanx of manual digit 4
HP:0002740	Recurrent E. coli infections
HP:0032286	Ultra-low vision with retained light perception
HP:0005850	Congenital talipes calcaneovalgus
HP:0001884	Talipes calcaneovalgus
HP:0031901	Elevated total serum tryptase
HP:0030608	Increased OCT-measured macular thickness
HP:0005700	Increased bone density with cystic changes
HP:0007206	Hemimegalencephaly
MP:0008993	abnormal portal triad morphology
MP:0002968	increased circulating alkaline phosphatase level
MP:0009973	increased cerebral cortex pyramidal cell number
MP:0020818	abnormal anterior cerebral artery topology
HP:0030513	Difficulty adjusting from light to dark
MP:0020792	increased superior colliculus total cell area
HP:0410136	Aquagenic urticaria
MP:0008912	nervous
HP:0031866	Clasp-knife sign
HP:0007721	Saccular conjunctival dilatations
HP:0003654	Reduced dihydropyrimidine dehydrogenase level
HP:0011199	EEG with generalized sharp slow waves
MP:0013155	decreased KLRG1+ CD8 alpha beta T cell number
HP:0031849	Sleep-wake inversion
HP:0033677	Acute respiratory distress syndrome
MP:0011633	abnormal mitochondrial shape
MP:0010786	stomach fundus hypertrophy
HP:0031759	Basic constant esotropia
HP:0031078	Impaired cortisol response to corticotropin releasing hormone stimulation test
HP:0006962	Gait instability, worse in the dark
HP:0011238	Prominent inferior crus of antihelix
HP:0006110	Shortening of all middle phalanges of the fingers
HP:0020153	Positive blood 1,3 beta glucan test
HP:0032330	Increased urinary 11-deoxycorticosterone level
MP:0009256	enlarged corpus epididymis
MP:0002661	abnormal corpus epididymis morphology
MP:0020963	decreased c-wave amplitude
MP:0008697	decreased interleukin-3 secretion
HP:0033393	Irregularly shaped sperm tail
MP:0008253	absent megakaryocytes
MP:0006152	tunnel vision
MP:0009553	fused lips
MP:0012133	absent midbrain-hindbrain boundary
HP:0041085	Compression-fractured vertebra
MP:0013995	abnormal external carotid artery origin
HP:0410285	Positive meconium methadone test
HP:0025530	Xanthomas of the palmar creases
HP:0009725	Bladder neoplasm
HP:0032058	Focal cortical dysplasia type IIId
HP:0025538	Palmar edema
MP:0003800	monodactyly
HP:0012000	EEG with generalized spikes
HP:0011963	Pretesticular azoospermia
HP:0012118	Laryngeal carcinoma
HP:0033518	Methylphenidate addiction
HP:0031260	Triangular tibia
MP:0004240	absent temporalis muscle
HP:0011332	Hemifacial hypoplasia
HP:0410188	Decreased glucose-6-phosphate dehydrogenase level in red blood cells
MP:0006034	myoglobinuria
HP:0012361	Increased fucosylation of O-linked protein glycosylation
MP:0003782	short lip
HP:0010733	Naevus flammeus of the eyelid
MP:0009607	decreased keratohyalin granule size
HP:0200094	Frontal open bite
HP:0011005	Mixed cirrhosis
MP:0013149	macrodactyly
HP:0012245	Sex reversal
HP:0012244	Abnormal sex determination
MP:0008940	delayed balanopreputial separation
HP:0012267	Absent respiratory ciliary axoneme radial spokes
HP:0012574	Mesangial hypercellularity
HP:0410311	Hyposegmentation of neutrophil nuclei in CSF
HP:0030021	Auricular tag
HP:0002144	Tethered cord
HP:0002745	Oral leukoplakia
HP:0003810	Late-onset distal muscle weakness
MP:0012453	decreased retrosplenial granular cortex size
MP:0020841	abnormal supporting cell of carotid body morphology
MP:0010101	increased sacral vertebrae number
HP:0012354	Increased fucosylation of N-linked protein glycosylation
MP:0011887	decreased circulating lipase level
MP:0001273	decreased metastatic potential
HP:0002707	Palate telangiectasia
MP:0003742	narrow head
MP:0012581	decreased eosinophil peroxidase activity
MP:0010607	common atrioventricular valve
HP:0005507	Hemoglobin Barts
HP:0100416	Partial duplication of the distal phalanx of the 3rd toe
MP:0005258	ocular hypertension
HP:0032865	Myoclonic absence status epilepticus
HP:0031767	Consecutive esotropia
MP:0004829	increased anti-chromatin antibody level
MP:0009493	abnormal cystic duct morphology
HP:0030563	Best corrected visual acuity 1.0 LogMAR
MP:0004451	short presphenoid bone
HP:0033698	Monomorphic vesicular eruption
HP:0025397	Mosaic attenuation pattern on pulmonary HRCT
MP:0012182	abnormal presomitic mesoderm morphology
MP:0013200	head mesenchyme hypoplasia
HP:0032291	Monoclonal elevation of intact IgG
HP:0100112	Bracket epiphysis of the middle phalanx of the 2nd toe
HP:0008247	Euthyroid hyperthyroxinemia
HP:0002908	Conjugated hyperbilirubinemia
HP:0031737	Cicatricial entropion
HP:0004290	Sclerosis of hand bones with transverse striations
HP:0003461	Increased urinary O-linked sialopeptides
MP:0006212	large orbits
HP:0012098	Edema of the dorsum of feet
HP:0033228	Triceps areflexia
HP:0031046	Absent soft palate
MP:0003218	decreased spike-wave discharge type I
MP:0020888	abnormal milk potassium level
HP:0410362	Decreased O-mannosyl glycans on alpha-dystroglycan
HP:0031747	Superior rectus muscle underaction
HP:0012495	Posterior cerebral artery stenosis
HP:0011379	Dilated vestibule of the inner ear
MP:0012631	decreased kidney glutathione reductase level
MP:0012629	decreased glutathione reductase level
HP:0002000	Short columella
HP:0008376	Nasal, dysarthic speech
HP:0008475	Hypoplastic sacral vertebrae
HP:0003557	Increased variability in muscle fiber diameter
HP:0011023	Abnormal circulating prostaglandin circulation
MP:0008309	dilated scala media
MP:0004309	absent otic vesicle
MP:0030863	decreased joint mobility
HP:0008720	Primary testicular failure
MP:0006048	pulmonary valve regurgitation
HP:0011757	Posterior pituitary hypoplasia
HP:0012386	Absent hallux
HP:0007473	Crusting erythematous dermatitis
MP:0001134	absent corpus luteum
HP:0033446	Elevated circulating butyrylcarnitine concentration
HP:0410190	Decreased glucose-6-phosphate dehydrogenase level in leukocytes
MP:0011705	absent fibroblast proliferation
HP:0007607	Hypohidrotic ectodermal dysplasia
MP:0006288	small otic capsule
HP:0033235	Difficulty descending stairs
MP:0010782	stomach smooth muscle circular layer hypertrophy
MP:0004180	failure of initiation of embryo turning
MP:0009219	increased prostate intraepithelial neoplasia incidence
MP:0010357	increased prostate gland tumor incidence
HP:0033737	Grade III vesicoureteral reflux
HP:0031623	Brow ptosis
MP:0010024	increased total body fat amount
MP:0002245	abnormal ethmoid sinus morphology
HP:0011402	Demyelinating sensory neuropathy
MP:0008856	fetal bleb
MP:0003618	uterine cervical atresia
HP:0011381	Aplasia of the semicircular canal
HP:0025150	Hypoganglionosis
HP:0030052	Inguinal freckling
MP:0030347	mandibular prominence hypoplasia
MP:0030346	small mandibular prominence
MP:0020543	decreased substantia nigra size
MP:0009047	short metestrus
MP:0020344	abnormal susceptibility to injury induced morbidity/mortality
MP:0002750	exophthalmos
MP:0011016	increased core body temperature
HP:0410279	Atrophic pituitary gland
HP:0031380	Abnormal B cell proliferation
MP:0013013	abnormal trunk neural crest cell morphology
HP:0100563	Diastomatomyelia
MP:0006350	increased circulating copper level
HP:0033218	Glomerular hyalinosis at the tubular pole
HP:0100115	Fragmentation of the epiphysis of the middle phalanx of the 2nd toe
HP:0001056	Milia
HP:0006092	Malaligned carpal bone
HP:0020118	Radial artery aplasia
MP:0003746	stomatitis
MP:0001705	abnormal proximal-distal axis patterning
HP:0034005	Decreased dendritic spine number
HP:0030378	Decreased proportion of immature B cells
HP:0011321	Left unilambdoid synostosis
MP:0030093	absent maxillary sinus
HP:0002313	Spastic paraparesis
MP:0012261	increased hindbrain apoptosis
HP:0005665	Massively thickened long bone cortices
HP:0003209	Decreased pyruvate carboxylase activity
MP:0004581	abnormal cochlear hair bundle ankle links morphology
HP:0033550	Necrotizing pulmonary granulomatosis
HP:0032539	Joint extensor surface localization
MP:0004421	enlarged parietal bone
MP:0004911	absent mandibular condyloid process
HP:3000059	Abnormal inferior thyroid vein morphology
MP:0013740	Meibomian gland hyperplasia
HP:0500250	Increased circulating ethanolamine concentration
HP:0410317	Increased urinary 3-methylhistidine
MP:0008369	pituitary intermediate lobe hypoplasia
HP:0033834	Malaise
HP:0025008	Tracheal tug on inspiration
MP:0009799	abnormal maxillary nerve morphology
HP:0012739	Agenesis of the small intestine
HP:0020097	Infection due to encapsulated bacteria
MP:0013131	pale lips
MP:0011641	abnormal pulmonary collagen fibril morphology
HP:0031721	Sensory exotropia
HP:0100553	Hemihypertrophy of lower limb
MP:0030517	detached junctional epithelium
HP:0011997	Postprandial hyperlactemia
MP:0009008	delayed estrous cycle
MP:0012593	increased brain choline acetyltransferase activity
MP:0012591	increased choline O-acetyltransferase activity
HP:0007667	Peripheral cystoid retinal degeneration
MP:0008278	failure of sternum ossification
MP:0004060	absent papillary muscle
HP:0002174	Postural tremor
HP:0003405	Diffuse axonal swelling
HP:0025178	Subpleural interstitial thickening
MP:0011114	abnormal airway basal cell differentiation
HP:0010156	Pseudoepiphysis of the 1st metatarsal
MP:0000299	failure of atrioventricular cushion closure
HP:5000030	Anti-Ri antibody
HP:0032475	6-layered lissencephaly
MP:0004999	abnormal blood-inner ear barrier function
MP:0012177	delayed head development
HP:0011081	Incisor macrodontia
HP:0012204	Recurrent vulvovaginal candidiasis
MP:0009484	ileum hypertrophy
HP:0025516	Coronary-pulmonary artery fistula
HP:0030041	Schmorl's node
MP:0009431	decreased fetal weight
MP:0004200	decreased fetal size
MP:0003060	increased aerobic running capacity
HP:0031833	Hypometric upward saccades
HP:0031620	Anterior chamber flare grade 3+
MP:0003454	erythroderma
MP:0030555	abnormal cementocyte lacuna morphology
MP:0004038	lymphangiectasis
HP:0011802	Hamartoma of tongue
HP:0009914	Cyclopia
MP:0011095	embryonic lethality between implantation and placentation, complete penetrance
HP:0032928	Elevated CSF neurofilamant light chain
HP:0006659	Internally rotated shoulders
HP:0006774	Ovarian papillary adenocarcinoma
MP:0000153	rib bifurcation
HP:0001483	Eye poking
HP:0004009	Medially sloping radial epiphyses
MP:0013984	abnormal superior mesenterial vein connection
MP:0002883	chromatolysis
HP:0006006	Hypotrophy of the small hand muscles
HP:0032895	Febrile seizure outside the age of 3 months to 6 years
HP:0032487	Reduced fecal osmolality
HP:0032485	Abnormal fecal osmolality
HP:0030036	Isothenuria
HP:0025460	High myoinositol in brain by MRS
MP:0003104	acrania
HP:0001223	Pointed proximal second through fifth metacarpals
HP:0006119	Proximal tapering of metacarpals
HP:0031827	Absent abdominal reflex
HP:0010755	Asymmetry of the maxilla
HP:0005990	Thyroid hypoplasia
HP:0031159	Thinning of Descemet membrane
HP:0001958	Nonketotic hypoglycemia
HP:0030893	Abnormal response to short acting pulmonary vasodilator
MP:0010225	abnormal quadriceps morphology
MP:0009128	decreased brown fat cell number
MP:0004444	small supraoccipital bone
HP:0012601	Hypochloriduria
MP:0002779	abnormal sex gland secretion
MP:0003523	small labia minora
HP:0000316	Hypertelorism
HP:0041087	Compression-fractured lumbar vertebra
HP:0030101	Absent muscle fiber alpha sarcoglycan
HP:0030100	Abnormal muscle fiber alpha sarcoglycan
HP:0012052	Low serum calcitriol
HP:0004945	Extracranial internal carotid artery dissection
MP:0008571	abnormal synaptic bouton morphology
MP:0006075	abnormal retinal cone bipolar cell morphology
HP:0012215	Testicular microlithiasis
HP:0011219	Short face
HP:0007656	Lacrimal gland aplasia
MP:0031208	increased lymphocyte chemotaxis
HP:0025194	Morgagni diaphragmatic hernia
HP:0006369	Irregular patellae
HP:0032344	Upslanting toenail
HP:0003954	Angulated forearm bones
MP:0010284	decreased plasmacytoma incidence
HP:0000584	Punctate corneal epithelial erosions
HP:0003689	Multiple mitochondrial DNA deletions
HP:0009141	Depletion of mitochondrial DNA in muscle tissue
MP:0008355	absent mature gamma-delta T cells
HP:0002179	Opisthotonus
MP:0013810	absent brachiocephalic trunk
MP:0011751	abnormal X-Y chromosome synapsis during male meiosis
MP:0013876	absent ductus venosus valve
MP:0013877	abnormal ductus venosus valve morphology
HP:0100962	Shyness
HP:0005602	Progressive vitiligo
MP:0030034	depressed nasal bridge
HP:0008607	Progressive conductive hearing impairment
MP:0012410	increased pancreatic gastrinoma incidence
MP:0002580	duodenal lesions
MP:0006191	conjunctival deposits
HP:0040287	Axial muscle atrophy
HP:0012753	T2 hypointense basal ganglia
MP:0013712	abnormal thoracic mammary gland morphology
MP:0008985	hemimelia
HP:0001063	Acrocyanosis
HP:0004535	Anterior cervical hypertrichosis
HP:0020106	Severe giardiasis
MP:0011715	decreased circulating interleukin-8 level
HP:0006150	Swan neck-like deformities of the fingers
HP:0003779	Antegonial notching of mandible
HP:0100775	Dural ectasia
HP:0003491	Elevated urine pyrophosphate
HP:0045074	Thin eyebrow
MP:0011075	abnormal macrophage activation involved in immune response
HP:0040171	Decreased serum testosterone concentration
MP:0009155	pancreatic acinar hyperplasia
MP:0013749	abnormal parotid interlobular duct morphology
HP:0002075	Dysdiadochokinesis
HP:0200012	Short corpus callosum
HP:0031662	Fixed splitting of the second heart sound
MP:0010738	abnormal internode morphology
HP:0031219	Reduced radioactive iodine uptake
HP:0007747	Monocular horizontal nystagmus
HP:0011645	Dilatation of the sinus of Valsalva
HP:0100301	Muscle fiber tubular inclusions
MP:0011221	decreased intestinal calcium absorption
MP:0014150	lacrimal gland hyperplasia
HP:0004261	Wide hamate bone
HP:0003997	Hypoplastic radial head
MP:0008416	increased somatotroph cell size
HP:0005505	Refractory anemia
MP:0006361	abnormal female germ cell morphology
HP:0008181	Abetalipoproteinemia
HP:0040155	Elevated urinary 3-hydroxybutyric acid
MP:0013322	squamous metaplasia of prostate gland
HP:0006274	Reduced pancreatic beta cells
MP:0006379	abnormal spermatocyte morphology
HP:0012754	CNS hypermyelination
HP:0012156	Hemophagocytosis
HP:0033862	Cortical peritubular capillaritis
MP:0013589	thymus medulla hypoplasia
MP:0000393	persistent hair follicle morphogenesis
HP:0032111	Abnormal Vistech contrast sensitivity test
HP:0025449	Apically displaced anterolateral papillary muscle
MP:0013915	abnormal brachial plexus formation
MP:0008810	increased circulating iron level
HP:0001772	Talipes equinovalgus
HP:0025433	Decreased lecithin cholesterol acyl transferase level
MP:0030074	coarse facial features
HP:0012270	Decreased muscle glycogen content
HP:0011811	Impaired touch localization
HP:0040083	Toe walking
MP:0003877	abnormal serotonergic neuron morphology
MP:0020988	decreased urine lipocalin 2 level
HP:0007199	Progressive spastic paraparesis
MP:0010912	herniated liver
HP:0041070	Chronic partially decreased circulating IgG1
HP:0007994	Peripheral visual field loss
HP:0007074	Thick corpus callosum
HP:0200133	Lumbosacral meningocele
MP:0020219	increased tear production
HP:0000200	Short lingual frenulum
MP:0005670	abnormal white adipose tissue physiology
MP:0014035	decreased submucosal gland secretion
MP:0031287	bilateral cryptorchism
MP:0005035	perianal ulcer
HP:0011016	Abnormality of urine glucose concentration
MP:0008999	absent anus
HP:0500075	Dissociated horizontal deviation
MP:0030865	abnormal synovial joint cavity morphology
MP:0031157	abnormal arterial thrombosis
MP:0004994	abnormal brain wave pattern
HP:0032091	Translamellar aortic medial fibrosis
HP:0020185	Superior cerebellar dysplasia
HP:0005357	Defective B cell differentiation
